Epoch,Train Loss,Validation Loss,Train Size,Validation Size,Timestamp
1,1.045745611190796,1.043362021446228,10000,1500,2025-04-11 15:56:41
2,1.0334981679916382,1.0312495231628418,10000,1500,2025-04-11 15:56:41
3,1.0214011669158936,1.0192745923995972,10000,1500,2025-04-11 15:56:41
4,1.0094428062438965,1.0074248313903809,10000,1500,2025-04-11 15:56:41
5,0.9976150393486023,0.9956939220428467,10000,1500,2025-04-11 15:56:41
6,0.9859064817428589,0.9840701222419739,10000,1500,2025-04-11 15:56:41
7,0.9743082523345947,0.9725474119186401,10000,1500,2025-04-11 15:56:41
8,0.9628133773803711,0.9611173868179321,10000,1500,2025-04-11 15:56:41
9,0.9514127373695374,0.949769914150238,10000,1500,2025-04-11 15:56:41
10,0.9400986433029175,0.9385044574737549,10000,1500,2025-04-11 15:56:41
11,0.9288644790649414,0.9273130297660828,10000,1500,2025-04-11 15:56:41
12,0.9177014231681824,0.9161832928657532,10000,1500,2025-04-11 15:56:41
13,0.9066027402877808,0.9051084518432617,10000,1500,2025-04-11 15:56:41
14,0.8955596685409546,0.8940816521644592,10000,1500,2025-04-11 15:56:41
15,0.8845634460449219,0.8830976486206055,10000,1500,2025-04-11 15:56:41
16,0.8736066818237305,0.8721470236778259,10000,1500,2025-04-11 15:56:41
17,0.8626809120178223,0.8612231016159058,10000,1500,2025-04-11 15:56:41
18,0.8517773151397705,0.8503137826919556,10000,1500,2025-04-11 15:56:41
19,0.8408892750740051,0.8394145369529724,10000,1500,2025-04-11 15:56:41
20,0.8300080299377441,0.828519344329834,10000,1500,2025-04-11 15:56:41
21,0.819126307964325,0.8176202774047852,10000,1500,2025-04-11 15:56:41
22,0.8082363605499268,0.8067073822021484,10000,1500,2025-04-11 15:56:41
23,0.7973324060440063,0.7957782745361328,10000,1500,2025-04-11 15:56:41
24,0.7864081263542175,0.7848264575004578,10000,1500,2025-04-11 15:56:41
25,0.775459349155426,0.7738482356071472,10000,1500,2025-04-11 15:56:41
26,0.7644810080528259,0.7628365159034729,10000,1500,2025-04-11 15:56:41
27,0.7534688115119934,0.7517908811569214,10000,1500,2025-04-11 15:56:41
28,0.7424190044403076,0.7407066822052002,10000,1500,2025-04-11 15:56:41
29,0.731329619884491,0.7295844554901123,10000,1500,2025-04-11 15:56:41
30,0.7201974391937256,0.7184230089187622,10000,1500,2025-04-11 15:56:41
31,0.7090198397636414,0.7072202563285828,10000,1500,2025-04-11 15:56:41
32,0.6977958083152771,0.6959729790687561,10000,1500,2025-04-11 15:56:41
33,0.6865267753601074,0.684680700302124,10000,1500,2025-04-11 15:56:41
34,0.6752113103866577,0.6733415722846985,10000,1500,2025-04-11 15:56:41
35,0.663848876953125,0.6619592308998108,10000,1500,2025-04-11 15:56:41
36,0.6524406671524048,0.6505357027053833,10000,1500,2025-04-11 15:56:41
37,0.6409884691238403,0.6390726566314697,10000,1500,2025-04-11 15:56:41
38,0.6294952034950256,0.6275756359100342,10000,1500,2025-04-11 15:56:41
39,0.6179640889167786,0.6160450577735901,10000,1500,2025-04-11 15:56:41
40,0.6063988208770752,0.6044806838035583,10000,1500,2025-04-11 15:56:41
41,0.5948038101196289,0.5928921103477478,10000,1500,2025-04-11 15:56:41
42,0.5831841826438904,0.5812819600105286,10000,1500,2025-04-11 15:56:41
43,0.5715453028678894,0.5696566104888916,10000,1500,2025-04-11 15:56:41
44,0.5598918795585632,0.5580224990844727,10000,1500,2025-04-11 15:56:41
45,0.5482301115989685,0.5463871359825134,10000,1500,2025-04-11 15:56:41
46,0.5365658402442932,0.5347579121589661,10000,1500,2025-04-11 15:56:41
47,0.5249070525169373,0.523141622543335,10000,1500,2025-04-11 15:56:41
48,0.5132628679275513,0.5115447640419006,10000,1500,2025-04-11 15:56:41
49,0.501640796661377,0.4999775290489197,10000,1500,2025-04-11 15:56:41
50,0.49004945158958435,0.48844578862190247,10000,1500,2025-04-11 15:56:41
