Epoch,Train Loss,Validation Loss,Train Size,Validation Size,Timestamp
1,1.0185422897338867,1.0068756341934204,50000,7500,2025-04-15 13:10:55
2,1.0049922466278076,0.9935770630836487,50000,7500,2025-04-15 13:10:55
3,0.9916003346443176,0.9804255962371826,50000,7500,2025-04-15 13:10:55
4,0.9783607125282288,0.9674162864685059,50000,7500,2025-04-15 13:10:55
5,0.9652673006057739,0.9545421600341797,50000,7500,2025-04-15 13:10:55
6,0.9523128867149353,0.9417957663536072,50000,7500,2025-04-15 13:10:55
7,0.939489483833313,0.9291695952415466,50000,7500,2025-04-15 13:10:56
8,0.9267882108688354,0.9166538119316101,50000,7500,2025-04-15 13:10:56
9,0.9142006039619446,0.9042384624481201,50000,7500,2025-04-15 13:10:56
10,0.9017185568809509,0.8919162750244141,50000,7500,2025-04-15 13:10:56
11,0.8893338441848755,0.8796785473823547,50000,7500,2025-04-15 13:10:56
12,0.8770384788513184,0.8675174117088318,50000,7500,2025-04-15 13:10:56
13,0.8648241758346558,0.8554233908653259,50000,7500,2025-04-15 13:10:56
14,0.8526826500892639,0.8433877229690552,50000,7500,2025-04-15 13:10:56
15,0.8406062722206116,0.8314039707183838,50000,7500,2025-04-15 13:10:56
16,0.8285865187644958,0.8194635510444641,50000,7500,2025-04-15 13:10:56
17,0.8166144490242004,0.8075587153434753,50000,7500,2025-04-15 13:10:56
18,0.8046831488609314,0.7956832051277161,50000,7500,2025-04-15 13:10:56
19,0.792786180973053,0.7838309407234192,50000,7500,2025-04-15 13:10:56
20,0.7809170484542847,0.7719945907592773,50000,7500,2025-04-15 13:10:56
21,0.7690696716308594,0.760170042514801,50000,7500,2025-04-15 13:10:56
22,0.7572382092475891,0.7483516931533813,50000,7500,2025-04-15 13:10:56
23,0.745417594909668,0.7365350723266602,50000,7500,2025-04-15 13:10:56
24,0.7336031198501587,0.7247170209884644,50000,7500,2025-04-15 13:10:56
25,0.7217910885810852,0.7128940224647522,50000,7500,2025-04-15 13:10:56
26,0.7099789977073669,0.7010647058486938,50000,7500,2025-04-15 13:10:56
27,0.6981648206710815,0.6892279982566833,50000,7500,2025-04-15 13:10:56
28,0.6863470077514648,0.6773831844329834,50000,7500,2025-04-15 13:10:56
29,0.6745245456695557,0.6655290126800537,50000,7500,2025-04-15 13:10:56
30,0.662697434425354,0.6536664962768555,50000,7500,2025-04-15 13:10:56
31,0.6508663892745972,0.6417965888977051,50000,7500,2025-04-15 13:10:56
32,0.6390319466590881,0.6299216747283936,50000,7500,2025-04-15 13:10:56
33,0.6271959543228149,0.6180434226989746,50000,7500,2025-04-15 13:10:56
34,0.6153603792190552,0.6061641573905945,50000,7500,2025-04-15 13:10:56
35,0.6035287976264954,0.5942879915237427,50000,7500,2025-04-15 13:10:56
36,0.5917038321495056,0.5824180245399475,50000,7500,2025-04-15 13:10:56
37,0.5798888802528381,0.5705591440200806,50000,7500,2025-04-15 13:10:56
38,0.568088173866272,0.5587174296379089,50000,7500,2025-04-15 13:10:56
39,0.5563067197799683,0.5468963384628296,50000,7500,2025-04-15 13:10:56
40,0.5445495247840881,0.5351030230522156,50000,7500,2025-04-15 13:10:56
41,0.5328220129013062,0.5233432054519653,50000,7500,2025-04-15 13:10:56
42,0.5211302638053894,0.5116221904754639,50000,7500,2025-04-15 13:10:56
43,0.5094801187515259,0.4999469220638275,50000,7500,2025-04-15 13:10:56
44,0.4978786110877991,0.4883256256580353,50000,7500,2025-04-15 13:10:56
45,0.4863322377204895,0.47676366567611694,50000,7500,2025-04-15 13:10:56
46,0.4748476445674896,0.4652675688266754,50000,7500,2025-04-15 13:10:56
47,0.4634316861629486,0.45384591817855835,50000,7500,2025-04-15 13:10:56
48,0.4520917534828186,0.4425075650215149,50000,7500,2025-04-15 13:10:56
49,0.4408349096775055,0.43125855922698975,50000,7500,2025-04-15 13:10:56
50,0.4296686053276062,0.42010724544525146,50000,7500,2025-04-15 13:10:57
51,0.41860005259513855,0.40906062722206116,50000,7500,2025-04-15 13:10:57
52,0.40763598680496216,0.39812493324279785,50000,7500,2025-04-15 13:10:57
53,0.39678388833999634,0.38730892539024353,50000,7500,2025-04-15 13:10:57
54,0.38605067133903503,0.3766191303730011,50000,7500,2025-04-15 13:10:57
55,0.3754429817199707,0.3660619556903839,50000,7500,2025-04-15 13:10:57
56,0.3649676442146301,0.35564419627189636,50000,7500,2025-04-15 13:10:57
57,0.3546317517757416,0.34537288546562195,50000,7500,2025-04-15 13:10:57
58,0.3444414436817169,0.3352545499801636,50000,7500,2025-04-15 13:10:57
59,0.33440232276916504,0.3252940773963928,50000,7500,2025-04-15 13:10:57
60,0.3245205879211426,0.31549736857414246,50000,7500,2025-04-15 13:10:57
61,0.31480178236961365,0.3058701753616333,50000,7500,2025-04-15 13:10:57
62,0.3052504062652588,0.2964167296886444,50000,7500,2025-04-15 13:10:57
63,0.2958707809448242,0.28714248538017273,50000,7500,2025-04-15 13:10:57
64,0.28666725754737854,0.27805036306381226,50000,7500,2025-04-15 13:10:57
65,0.2776445150375366,0.2691454589366913,50000,7500,2025-04-15 13:10:57
66,0.26880568265914917,0.26043224334716797,50000,7500,2025-04-15 13:10:57
67,0.2601538300514221,0.25191158056259155,50000,7500,2025-04-15 13:10:57
68,0.2516912519931793,0.24358564615249634,50000,7500,2025-04-15 13:10:57
69,0.24342013895511627,0.2354562133550644,50000,7500,2025-04-15 13:10:57
70,0.23534218966960907,0.22752469778060913,50000,7500,2025-04-15 13:10:57
71,0.22745856642723083,0.21979251503944397,50000,7500,2025-04-15 13:10:57
72,0.2197699099779129,0.21225972473621368,50000,7500,2025-04-15 13:10:57
73,0.212276890873909,0.20492620766162872,50000,7500,2025-04-15 13:10:57
74,0.20497965812683105,0.1977909803390503,50000,7500,2025-04-15 13:10:57
75,0.19787797331809998,0.19085407257080078,50000,7500,2025-04-15 13:10:57
76,0.1909714788198471,0.18411506712436676,50000,7500,2025-04-15 13:10:57
77,0.1842595636844635,0.17757220566272736,50000,7500,2025-04-15 13:10:57
78,0.17774075269699097,0.1712244600057602,50000,7500,2025-04-15 13:10:57
79,0.17141391336917877,0.16506941616535187,50000,7500,2025-04-15 13:10:57
80,0.16527755558490753,0.15910528600215912,50000,7500,2025-04-15 13:10:57
81,0.1593295931816101,0.15333010256290436,50000,7500,2025-04-15 13:10:57
82,0.1535678505897522,0.14774197340011597,50000,7500,2025-04-15 13:10:57
83,0.1479899138212204,0.14233779907226562,50000,7500,2025-04-15 13:10:57
84,0.14259327948093414,0.1371147334575653,50000,7500,2025-04-15 13:10:57
85,0.13737545907497406,0.13207043707370758,50000,7500,2025-04-15 13:10:57
86,0.13233362138271332,0.12720085680484772,50000,7500,2025-04-15 13:10:57
87,0.12746435403823853,0.12250257283449173,50000,7500,2025-04-15 13:10:57
88,0.12276461720466614,0.11797213554382324,50000,7500,2025-04-15 13:10:57
89,0.11823112517595291,0.11360611766576767,50000,7500,2025-04-15 13:10:57
90,0.11386030912399292,0.10940062254667282,50000,7500,2025-04-15 13:10:58
91,0.10964897274971008,0.10535208135843277,50000,7500,2025-04-15 13:10:58
92,0.10559321194887161,0.10145702958106995,50000,7500,2025-04-15 13:10:58
93,0.10168919712305069,0.09771125018596649,50000,7500,2025-04-15 13:10:58
94,0.09793318063020706,0.09411052614450455,50000,7500,2025-04-15 13:10:58
95,0.0943211242556572,0.09065094590187073,50000,7500,2025-04-15 13:10:58
96,0.09084922075271606,0.08732815086841583,50000,7500,2025-04-15 13:10:58
97,0.0875135064125061,0.08413811028003693,50000,7500,2025-04-15 13:10:58
98,0.08430983126163483,0.08107596635818481,50000,7500,2025-04-15 13:10:58
99,0.08123406767845154,0.07813791185617447,50000,7500,2025-04-15 13:10:58
100,0.0782821848988533,0.07532013952732086,50000,7500,2025-04-15 13:10:58
101,0.07545007020235062,0.0726185068488121,50000,7500,2025-04-15 13:10:58
102,0.07273373007774353,0.07002915441989899,50000,7500,2025-04-15 13:10:58
103,0.07012921571731567,0.06754777580499649,50000,7500,2025-04-15 13:10:58
104,0.06763271242380142,0.06517044454813004,50000,7500,2025-04-15 13:10:58
105,0.06524037569761276,0.0628933534026146,50000,7500,2025-04-15 13:10:58
106,0.0629483088850975,0.060712430626153946,50000,7500,2025-04-15 13:10:58
107,0.060752660036087036,0.058624107390642166,50000,7500,2025-04-15 13:10:58
108,0.05864984914660454,0.056624945253133774,50000,7500,2025-04-15 13:10:58
109,0.05663632974028587,0.05471135675907135,50000,7500,2025-04-15 13:10:58
110,0.05470861494541168,0.05287998914718628,50000,7500,2025-04-15 13:10:58
111,0.05286341905593872,0.051127444952726364,50000,7500,2025-04-15 13:10:58
112,0.051097411662340164,0.049450650811195374,50000,7500,2025-04-15 13:10:58
113,0.04940743371844292,0.04784635081887245,50000,7500,2025-04-15 13:10:58
114,0.0477905198931694,0.046311747282743454,50000,7500,2025-04-15 13:10:58
115,0.04624377191066742,0.044843968003988266,50000,7500,2025-04-15 13:10:58
116,0.04476432874798775,0.04344028979539871,50000,7500,2025-04-15 13:10:58
117,0.04334960877895355,0.04209820553660393,50000,7500,2025-04-15 13:10:58
118,0.04199690744280815,0.04081497713923454,50000,7500,2025-04-15 13:10:58
119,0.040703799575567245,0.039588332176208496,50000,7500,2025-04-15 13:10:58
