Epoch,Train Loss,Validation Loss,Train Size,Validation Size,Timestamp
1,0.9902920722961426,0.9873501658439636,10000,1500,2025-04-10 14:41:00
2,0.9772152900695801,0.9743046164512634,10000,1500,2025-04-10 14:41:00
3,0.9642816781997681,0.961402416229248,10000,1500,2025-04-10 14:41:00
4,0.9514837265014648,0.9486302733421326,10000,1500,2025-04-10 14:41:00
5,0.9388173222541809,0.9359936714172363,10000,1500,2025-04-10 14:41:00
6,0.9262776374816895,0.9234856963157654,10000,1500,2025-04-10 14:41:00
7,0.9138627648353577,0.9110984802246094,10000,1500,2025-04-10 14:41:00
8,0.9015662670135498,0.8988250494003296,10000,1500,2025-04-10 14:41:00
9,0.8893806338310242,0.886656641960144,10000,1500,2025-04-10 14:41:00
10,0.8773000240325928,0.8745835423469543,10000,1500,2025-04-10 14:41:00
11,0.8653163313865662,0.8625989556312561,10000,1500,2025-04-10 14:41:00
12,0.853421151638031,0.8506928086280823,10000,1500,2025-04-10 14:41:00
13,0.8416060209274292,0.8388577103614807,10000,1500,2025-04-10 14:41:00
14,0.8298631310462952,0.8270832300186157,10000,1500,2025-04-10 14:41:00
15,0.818185031414032,0.81536465883255,10000,1500,2025-04-10 14:41:00
16,0.806565523147583,0.8036953210830688,10000,1500,2025-04-10 14:41:00
17,0.7949953079223633,0.7920703291893005,10000,1500,2025-04-10 14:41:00
18,0.7834687232971191,0.7804830074310303,10000,1500,2025-04-10 14:41:00
19,0.7719801068305969,0.768933117389679,10000,1500,2025-04-10 14:41:00
20,0.7605233788490295,0.7574148178100586,10000,1500,2025-04-10 14:41:00
21,0.7490917444229126,0.7459200620651245,10000,1500,2025-04-10 14:41:00
22,0.737678587436676,0.7344426512718201,10000,1500,2025-04-10 14:41:00
23,0.7262808084487915,0.722981870174408,10000,1500,2025-04-10 14:41:00
24,0.7148944139480591,0.7115356922149658,10000,1500,2025-04-10 14:41:00
25,0.7035155892372131,0.700100839138031,10000,1500,2025-04-10 14:41:00
26,0.692143440246582,0.6886752247810364,10000,1500,2025-04-10 14:41:00
27,0.6807765960693359,0.6772599220275879,10000,1500,2025-04-10 14:41:00
28,0.6694122552871704,0.6658530235290527,10000,1500,2025-04-10 14:41:00
29,0.6580513119697571,0.6544564962387085,10000,1500,2025-04-10 14:41:00
30,0.6466923952102661,0.6430671215057373,10000,1500,2025-04-10 14:41:00
31,0.6353378295898438,0.6316894292831421,10000,1500,2025-04-10 14:41:01
32,0.6239882111549377,0.620319128036499,10000,1500,2025-04-10 14:41:01
33,0.6126436591148376,0.6089611053466797,10000,1500,2025-04-10 14:41:01
34,0.601306140422821,0.597618818283081,10000,1500,2025-04-10 14:41:01
35,0.5899781584739685,0.5862940549850464,10000,1500,2025-04-10 14:41:01
36,0.5786626935005188,0.5749935507774353,10000,1500,2025-04-10 14:41:01
37,0.5673657655715942,0.5637201070785522,10000,1500,2025-04-10 14:41:01
38,0.5560905933380127,0.5524757504463196,10000,1500,2025-04-10 14:41:01
39,0.5448415279388428,0.5412663221359253,10000,1500,2025-04-10 14:41:01
40,0.5336233377456665,0.5300977230072021,10000,1500,2025-04-10 14:41:01
41,0.5224421620368958,0.5189760327339172,10000,1500,2025-04-10 14:41:01
42,0.5113018155097961,0.5079044103622437,10000,1500,2025-04-10 14:41:01
43,0.5002060532569885,0.4968867301940918,10000,1500,2025-04-10 14:41:01
44,0.4891631603240967,0.48593035340309143,10000,1500,2025-04-10 14:41:01
45,0.47817695140838623,0.4750390946865082,10000,1500,2025-04-10 14:41:01
46,0.46725401282310486,0.4642173647880554,10000,1500,2025-04-10 14:41:01
47,0.4564019441604614,0.4534691274166107,10000,1500,2025-04-10 14:41:01
48,0.44562673568725586,0.4427972137928009,10000,1500,2025-04-10 14:41:01
49,0.4349335730075836,0.4322093427181244,10000,1500,2025-04-10 14:41:01
50,0.4243280291557312,0.42170917987823486,10000,1500,2025-04-10 14:41:01
51,0.4138163626194,0.4113054871559143,10000,1500,2025-04-10 14:41:01
52,0.4034031629562378,0.4009999930858612,10000,1500,2025-04-10 14:41:01
53,0.3930935263633728,0.3908030092716217,10000,1500,2025-04-10 14:41:01
54,0.3828926682472229,0.38071730732917786,10000,1500,2025-04-10 14:41:01
55,0.37280383706092834,0.3707442283630371,10000,1500,2025-04-10 14:41:01
56,0.36283472180366516,0.3608890473842621,10000,1500,2025-04-10 14:41:01
57,0.3529907763004303,0.3511561453342438,10000,1500,2025-04-10 14:41:01
58,0.3432765603065491,0.3415462076663971,10000,1500,2025-04-10 14:41:01
59,0.3336952030658722,0.3320648670196533,10000,1500,2025-04-10 14:41:01
60,0.32425159215927124,0.32271575927734375,10000,1500,2025-04-10 14:41:01
61,0.3149496912956238,0.3135093152523041,10000,1500,2025-04-10 14:41:01
62,0.30579474568367004,0.3044494092464447,10000,1500,2025-04-10 14:41:01
63,0.296791136264801,0.29553696513175964,10000,1500,2025-04-10 14:41:01
64,0.28794243931770325,0.2867758870124817,10000,1500,2025-04-10 14:41:01
65,0.27925238013267517,0.2781698703765869,10000,1500,2025-04-10 14:41:01
66,0.27072539925575256,0.26972195506095886,10000,1500,2025-04-10 14:41:01
67,0.2623636722564697,0.2614371180534363,10000,1500,2025-04-10 14:41:01
68,0.2541700005531311,0.2533162534236908,10000,1500,2025-04-10 14:41:01
69,0.24614737927913666,0.24536314606666565,10000,1500,2025-04-10 14:41:01
70,0.23829714953899384,0.23757977783679962,10000,1500,2025-04-10 14:41:01
71,0.2306230366230011,0.2299710512161255,10000,1500,2025-04-10 14:41:01
72,0.22312569618225098,0.2225368767976761,10000,1500,2025-04-10 14:41:01
73,0.2158074527978897,0.21527855098247528,10000,1500,2025-04-10 14:41:01
74,0.20867006480693817,0.20819731056690216,10000,1500,2025-04-10 14:41:01
75,0.20171470940113068,0.2012949436903,10000,1500,2025-04-10 14:41:01
76,0.19494156539440155,0.1945718228816986,10000,1500,2025-04-10 14:41:01
77,0.18835078179836273,0.18802909553050995,10000,1500,2025-04-10 14:41:01
78,0.18194164335727692,0.18166594207286835,10000,1500,2025-04-10 14:41:01
79,0.17571406066417694,0.17548181116580963,10000,1500,2025-04-10 14:41:01
80,0.1696677803993225,0.16947728395462036,10000,1500,2025-04-10 14:41:01
81,0.1638011783361435,0.16365188360214233,10000,1500,2025-04-10 14:41:01
82,0.15811334550380707,0.1580033302307129,10000,1500,2025-04-10 14:41:01
83,0.15260282158851624,0.15253055095672607,10000,1500,2025-04-10 14:41:01
84,0.1472676694393158,0.14723044633865356,10000,1500,2025-04-10 14:41:01
85,0.1421055793762207,0.14209875464439392,10000,1500,2025-04-10 14:41:01
86,0.1371140033006668,0.13713541626930237,10000,1500,2025-04-10 14:41:01
87,0.1322902888059616,0.13233661651611328,10000,1500,2025-04-10 14:41:01
88,0.12763150036334991,0.12769992649555206,10000,1500,2025-04-10 14:41:01
89,0.12313434481620789,0.12322290986776352,10000,1500,2025-04-10 14:41:01
90,0.11879570037126541,0.11890142410993576,10000,1500,2025-04-10 14:41:01
91,0.11461196839809418,0.11473304778337479,10000,1500,2025-04-10 14:41:01
92,0.1105789989233017,0.11071445792913437,10000,1500,2025-04-10 14:41:01
93,0.10669300705194473,0.10684046894311905,10000,1500,2025-04-10 14:41:01
94,0.10295041650533676,0.10310783982276917,10000,1500,2025-04-10 14:41:01
95,0.09934718906879425,0.09951221942901611,10000,1500,2025-04-10 14:41:01
96,0.0958794504404068,0.0960497036576271,10000,1500,2025-04-10 14:41:01
97,0.09254281222820282,0.09271550178527832,10000,1500,2025-04-10 14:41:01
98,0.08933348208665848,0.08950694650411606,10000,1500,2025-04-10 14:41:01
99,0.08624749630689621,0.08642030507326126,10000,1500,2025-04-10 14:41:01
100,0.08328087627887726,0.08345142006874084,10000,1500,2025-04-10 14:41:01
101,0.08042949438095093,0.08059577643871307,10000,1500,2025-04-10 14:41:01
102,0.0776892751455307,0.07785006612539291,10000,1500,2025-04-10 14:41:01
103,0.07505657523870468,0.07521020621061325,10000,1500,2025-04-10 14:41:01
104,0.07252752035856247,0.0726725235581398,10000,1500,2025-04-10 14:41:01
105,0.07009829580783844,0.07023461908102036,10000,1500,2025-04-10 14:41:01
106,0.0677652433514595,0.06789287179708481,10000,1500,2025-04-10 14:41:01
107,0.06552501767873764,0.06564366817474365,10000,1500,2025-04-10 14:41:01
108,0.06337421387434006,0.06348378211259842,10000,1500,2025-04-10 14:41:01
109,0.06130919232964516,0.061410363763570786,10000,1500,2025-04-10 14:41:01
110,0.059326980262994766,0.059420522302389145,10000,1500,2025-04-10 14:41:01
111,0.057424645870923996,0.05751048028469086,10000,1500,2025-04-10 14:41:01
112,0.05559919402003288,0.05567754805088043,10000,1500,2025-04-10 14:41:01
113,0.05384741351008415,0.05391893908381462,10000,1500,2025-04-10 14:41:01
114,0.052166711539030075,0.05223103240132332,10000,1500,2025-04-10 14:41:01
115,0.0505545400083065,0.050612032413482666,10000,1500,2025-04-10 14:41:01
116,0.0490083210170269,0.049059588462114334,10000,1500,2025-04-10 14:41:01
117,0.04752573370933533,0.047571051865816116,10000,1500,2025-04-10 14:41:01
118,0.04610434174537659,0.046144090592861176,10000,1500,2025-04-10 14:41:01
119,0.044741854071617126,0.0447770357131958,10000,1500,2025-04-10 14:41:01
120,0.04343608394265175,0.043467339128255844,10000,1500,2025-04-10 14:41:01
121,0.04218472167849541,0.04221244156360626,10000,1500,2025-04-10 14:41:01
122,0.04098566621541977,0.04101037606596947,10000,1500,2025-04-10 14:41:01
123,0.039836809039115906,0.03985908254981041,10000,1500,2025-04-10 14:41:01
124,0.038736000657081604,0.038757022470235825,10000,1500,2025-04-10 14:41:01
125,0.03768135979771614,0.03770158812403679,10000,1500,2025-04-10 14:41:01
126,0.03667101263999939,0.036690760403871536,10000,1500,2025-04-10 14:41:01
127,0.03570304065942764,0.035722702741622925,10000,1500,2025-04-10 14:41:01
128,0.03477582335472107,0.034795910120010376,10000,1500,2025-04-10 14:41:01
129,0.03388785198330879,0.03390838950872421,10000,1500,2025-04-10 14:41:01
130,0.0330372229218483,0.03305870294570923,10000,1500,2025-04-10 14:41:01
